id,namaResto,jenisResto,alamatResto,namaProduk,kadunganNutrisi (kal),hargaProduk,gambarProduk-src,coordinates
3078,"YOSHINOYA BEEF BOWL, Grand City Surabaya","Jepang, Aneka nasi, Cepat saji, Ayam & bebek","Grand City Surabaya Lt. 3, Jl. Walikota Mustajab No. 1, Genteng, Surabaya",Spinach,23.0,7000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.262417600000001, 112.7512381)"
3079,"YOSHINOYA BEEF BOWL, Grand City Surabaya","Jepang, Aneka nasi, Cepat saji, Ayam & bebek","Grand City Surabaya Lt. 3, Jl. Walikota Mustajab No. 1, Genteng, Surabaya",Topping Sambal Korek Bawang,35.0,7000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.262417600000001, 112.7512381)"
3080,"YOSHINOYA BEEF BOWL, Grand City Surabaya","Jepang, Aneka nasi, Cepat saji, Ayam & bebek","Grand City Surabaya Lt. 3, Jl. Walikota Mustajab No. 1, Genteng, Surabaya",Ocha (Cold),134.0,12000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.262417600000001, 112.7512381)"
3081,"YOSHINOYA BEEF BOWL, Grand City Surabaya","Jepang, Aneka nasi, Cepat saji, Ayam & bebek","Grand City Surabaya Lt. 3, Jl. Walikota Mustajab No. 1, Genteng, Surabaya",Honey Lemon Tea (12 oz),122.0,23000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.262417600000001, 112.7512381)"
3082,"YOSHINOYA BEEF BOWL, Grand City Surabaya","Jepang, Aneka nasi, Cepat saji, Ayam & bebek","Grand City Surabaya Lt. 3, Jl. Walikota Mustajab No. 1, Genteng, Surabaya",Tropical Fruit Mix (12 Oz),163.0,23000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.262417600000001, 112.7512381)"
3083,"YOSHINOYA BEEF BOWL, Grand City Surabaya","Jepang, Aneka nasi, Cepat saji, Ayam & bebek","Grand City Surabaya Lt. 3, Jl. Walikota Mustajab No. 1, Genteng, Surabaya",Iced Matcha Latte (12 Oz),179.0,23000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.262417600000001, 112.7512381)"
3084,"YOSHINOYA BEEF BOWL, Grand City Surabaya","Jepang, Aneka nasi, Cepat saji, Ayam & bebek","Grand City Surabaya Lt. 3, Jl. Walikota Mustajab No. 1, Genteng, Surabaya",Iced Taro Milk (12 Oz),182.0,23000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.262417600000001, 112.7512381)"
3085,"YOSHINOYA BEEF BOWL, Grand City Surabaya","Jepang, Aneka nasi, Cepat saji, Ayam & bebek","Grand City Surabaya Lt. 3, Jl. Walikota Mustajab No. 1, Genteng, Surabaya",Air Mineral,0.0,12000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.262417600000001, 112.7512381)"
3086,"YOSHINOYA BEEF BOWL, Grand City Surabaya","Jepang, Aneka nasi, Cepat saji, Ayam & bebek","Grand City Surabaya Lt. 3, Jl. Walikota Mustajab No. 1, Genteng, Surabaya",Floridina,80.0,12000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.262417600000001, 112.7512381)"
3087,"YOSHINOYA BEEF BOWL, Grand City Surabaya","Jepang, Aneka nasi, Cepat saji, Ayam & bebek","Grand City Surabaya Lt. 3, Jl. Walikota Mustajab No. 1, Genteng, Surabaya",Javana,110.0,12000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.262417600000001, 112.7512381)"
3088,"YOSHINOYA BEEF BOWL, Grand City Surabaya","Jepang, Aneka nasi, Cepat saji, Ayam & bebek","Grand City Surabaya Lt. 3, Jl. Walikota Mustajab No. 1, Genteng, Surabaya",Eco Bag,45.0,10000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.262417600000001, 112.7512381)"
3089,"Cincau Station, Grand City Mall",Minuman,"Grand City Mall, Lantai 4, Food Court, Jl. Walikota Mustajab No. 1, Genteng, Surabaya",Eco Bag,45.0,5000.0,https://i.gojekapi.com/darkroom/gofood-indonesia/v2/images/uploads/4de1da61-43a6-4f76-80b5-b496d0c05258_menu-item-image_1649599689196.jpg?auto=format,"(-7.261968500000001, 112.7499944)"
3090,"Cincau Station, Grand City Mall",Minuman,"Grand City Mall, Lantai 4, Food Court, Jl. Walikota Mustajab No. 1, Genteng, Surabaya",Cincau Original,122.0,12000.0,https://i.gojekapi.com/darkroom/gofood-indonesia/v2/images/uploads/d7942a27-b641-4c76-ad39-a0b51e59988e_master-menu-item-image_1612769868263.jpg?auto=format,"(-7.261968500000001, 112.7499944)"
3091,"Cincau Station, Grand City Mall",Minuman,"Grand City Mall, Lantai 4, Food Court, Jl. Walikota Mustajab No. 1, Genteng, Surabaya",Cincau Syrup,175.0,12000.0,https://i.gojekapi.com/darkroom/gofood-indonesia/v2/images/uploads/7065863c-ee72-4647-9427-91ee73d7a45a_master-menu-item-image_1612769891162.jpg?auto=format,"(-7.261968500000001, 112.7499944)"
3092,"Cincau Station, Grand City Mall",Minuman,"Grand City Mall, Lantai 4, Food Court, Jl. Walikota Mustajab No. 1, Genteng, Surabaya",Cincau Soya,172.0,12000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.261968500000001, 112.7499944)"
3093,"Cincau Station, Grand City Mall",Minuman,"Grand City Mall, Lantai 4, Food Court, Jl. Walikota Mustajab No. 1, Genteng, Surabaya",Cincau Cosy,195.0,12000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.261968500000001, 112.7499944)"
3094,"Cincau Station, Grand City Mall",Minuman,"Grand City Mall, Lantai 4, Food Court, Jl. Walikota Mustajab No. 1, Genteng, Surabaya",Cincau Muda,122.0,14000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.261968500000001, 112.7499944)"
3095,"Cincau Station, Grand City Mall",Minuman,"Grand City Mall, Lantai 4, Food Court, Jl. Walikota Mustajab No. 1, Genteng, Surabaya",Cincau Candhu,186.0,18000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.261968500000001, 112.7499944)"
3096,"Cincau Station, Grand City Mall",Minuman,"Grand City Mall, Lantai 4, Food Court, Jl. Walikota Mustajab No. 1, Genteng, Surabaya",Guriin,120.0,12000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.261968500000001, 112.7499944)"
3097,"Cincau Station, Grand City Mall",Minuman,"Grand City Mall, Lantai 4, Food Court, Jl. Walikota Mustajab No. 1, Genteng, Surabaya",Orenji,160.0,12000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.261968500000001, 112.7499944)"
3098,"Cincau Station, Grand City Mall",Minuman,"Grand City Mall, Lantai 4, Food Court, Jl. Walikota Mustajab No. 1, Genteng, Surabaya",Sinom,154.0,12000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.261968500000001, 112.7499944)"
3099,"Cincau Station, Grand City Mall",Minuman,"Grand City Mall, Lantai 4, Food Court, Jl. Walikota Mustajab No. 1, Genteng, Surabaya",Saridele,148.0,12000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.261968500000001, 112.7499944)"
3100,"Cincau Station, Grand City Mall",Minuman,"Grand City Mall, Lantai 4, Food Court, Jl. Walikota Mustajab No. 1, Genteng, Surabaya",Chokatte,122.0,16000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.261968500000001, 112.7499944)"
3101,"Cincau Station, Grand City Mall",Minuman,"Grand City Mall, Lantai 4, Food Court, Jl. Walikota Mustajab No. 1, Genteng, Surabaya",Kahvi,108.0,16000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.261968500000001, 112.7499944)"
3102,"Cincau Station, Grand City Mall",Minuman,"Grand City Mall, Lantai 4, Food Court, Jl. Walikota Mustajab No. 1, Genteng, Surabaya",Honey lime,147.0,12000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.261968500000001, 112.7499944)"
3103,"Cincau Station, Grand City Mall",Minuman,"Grand City Mall, Lantai 4, Food Court, Jl. Walikota Mustajab No. 1, Genteng, Surabaya",Sunset,120.0,10000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.261968500000001, 112.7499944)"
3104,"Cincau Station, Grand City Mall",Minuman,"Grand City Mall, Lantai 4, Food Court, Jl. Walikota Mustajab No. 1, Genteng, Surabaya",Tingkap,108.0,10000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.261968500000001, 112.7499944)"
3105,"Cincau Station, Grand City Mall",Minuman,"Grand City Mall, Lantai 4, Food Court, Jl. Walikota Mustajab No. 1, Genteng, Surabaya",Merah Delima,144.0,10000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.261968500000001, 112.7499944)"
3106,"Cincau Station, Grand City Mall",Minuman,"Grand City Mall, Lantai 4, Food Court, Jl. Walikota Mustajab No. 1, Genteng, Surabaya",Marbling Sirsak,121.0,15000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.261968500000001, 112.7499944)"
3107,"Cincau Station, Grand City Mall",Minuman,"Grand City Mall, Lantai 4, Food Court, Jl. Walikota Mustajab No. 1, Genteng, Surabaya",100% Strawberry Juice,100.0,15000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.261968500000001, 112.7499944)"
3108,"Cincau Station, Grand City Mall",Minuman,"Grand City Mall, Lantai 4, Food Court, Jl. Walikota Mustajab No. 1, Genteng, Surabaya",Strawberry Smooties,121.0,16000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.261968500000001, 112.7499944)"
3109,"Cincau Station, Grand City Mall",Minuman,"Grand City Mall, Lantai 4, Food Court, Jl. Walikota Mustajab No. 1, Genteng, Surabaya",Guriin Ice Cream,227.0,43750.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.261968500000001, 112.7499944)"
3110,"Cincau Station, Grand City Mall",Minuman,"Grand City Mall, Lantai 4, Food Court, Jl. Walikota Mustajab No. 1, Genteng, Surabaya",Orenji Ice Cream,287.0,43750.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.261968500000001, 112.7499944)"
3111,"Excelso Coffee, Grand City","Kopi, Minuman, Jajanan","Grand City Mall, Lantai 2, Jl. Walikota Mustajab, Genteng, Surabaya",Milky Cilembu,120.0,30000.0,https://i.gojekapi.com/darkroom/gofood-indonesia/v2/images/uploads/36e37281-ed05-4a89-9fdc-d5e3c7f24c3c_menu-item-image_1664511284812.jpg?auto=format,"(-7.261968500000001, 112.7499944)"
3112,"Excelso Coffee, Grand City","Kopi, Minuman, Jajanan","Grand City Mall, Lantai 2, Jl. Walikota Mustajab, Genteng, Surabaya",Craneple Coffee,130.0,32000.0,https://i.gojekapi.com/darkroom/gofood-indonesia/v2/images/uploads/d443f161-61d8-4fcb-8a8a-2a60045713d2_menu-item-image_1664511292643.jpg?auto=format,"(-7.261968500000001, 112.7499944)"
3113,"Excelso Coffee, Grand City","Kopi, Minuman, Jajanan","Grand City Mall, Lantai 2, Jl. Walikota Mustajab, Genteng, Surabaya",Ichigo Shakes,282.0,30000.0,https://i.gojekapi.com/darkroom/gofood-indonesia/v2/images/uploads/733ede73-41c3-4653-91bd-cf1c5cb1fa9a_menu-item-image_1664511300193.jpg?auto=format,"(-7.261968500000001, 112.7499944)"
3114,"Excelso Coffee, Grand City","Kopi, Minuman, Jajanan","Grand City Mall, Lantai 2, Jl. Walikota Mustajab, Genteng, Surabaya",Lemonade Bomb,114.0,32000.0,https://i.gojekapi.com/darkroom/gofood-indonesia/v2/images/uploads/b23957e1-c99e-48ca-ac0e-490566347402_menu-item-image_1664511308315.jpg?auto=format,"(-7.261968500000001, 112.7499944)"
3115,"Excelso Coffee, Grand City","Kopi, Minuman, Jajanan","Grand City Mall, Lantai 2, Jl. Walikota Mustajab, Genteng, Surabaya",Excelso Aren Toraja,125.0,24000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.261968500000001, 112.7499944)"
3116,"Excelso Coffee, Grand City","Kopi, Minuman, Jajanan","Grand City Mall, Lantai 2, Jl. Walikota Mustajab, Genteng, Surabaya",Kopi Jadoel,160.0,24000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.261968500000001, 112.7499944)"
3117,"Excelso Coffee, Grand City","Kopi, Minuman, Jajanan","Grand City Mall, Lantai 2, Jl. Walikota Mustajab, Genteng, Surabaya",Excelso Iced Tea,117.0,19000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.261968500000001, 112.7499944)"
3118,"Excelso Coffee, Grand City","Kopi, Minuman, Jajanan","Grand City Mall, Lantai 2, Jl. Walikota Mustajab, Genteng, Surabaya",Korean Lemon Tea,99.0,31000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.261968500000001, 112.7499944)"
3119,"Excelso Coffee, Grand City","Kopi, Minuman, Jajanan","Grand City Mall, Lantai 2, Jl. Walikota Mustajab, Genteng, Surabaya",Cherry Blossom,120.0,32000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.261968500000001, 112.7499944)"
3120,"Excelso Coffee, Grand City","Kopi, Minuman, Jajanan","Grand City Mall, Lantai 2, Jl. Walikota Mustajab, Genteng, Surabaya",Mango Yakult,50.0,32000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.261968500000001, 112.7499944)"
3121,"Excelso Coffee, Grand City","Kopi, Minuman, Jajanan","Grand City Mall, Lantai 2, Jl. Walikota Mustajab, Genteng, Surabaya",Dolce Latte,164.0,19000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.261968500000001, 112.7499944)"
3122,"Excelso Coffee, Grand City","Kopi, Minuman, Jajanan","Grand City Mall, Lantai 2, Jl. Walikota Mustajab, Genteng, Surabaya",Buy 3 Get 5,876.0,80000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.261968500000001, 112.7499944)"
3123,"Excelso Coffee, Grand City","Kopi, Minuman, Jajanan","Grand City Mall, Lantai 2, Jl. Walikota Mustajab, Genteng, Surabaya",Fun Combo 1,634.0,70000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.261968500000001, 112.7499944)"
3124,"Excelso Coffee, Grand City","Kopi, Minuman, Jajanan","Grand City Mall, Lantai 2, Jl. Walikota Mustajab, Genteng, Surabaya",Fun Combo 2,634.0,70000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.261968500000001, 112.7499944)"
3125,"Excelso Coffee, Grand City","Kopi, Minuman, Jajanan","Grand City Mall, Lantai 2, Jl. Walikota Mustajab, Genteng, Surabaya",Crispy Dory Sambal Sereh Lite,125.0,60000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.261968500000001, 112.7499944)"
3126,"Excelso Coffee, Grand City","Kopi, Minuman, Jajanan","Grand City Mall, Lantai 2, Jl. Walikota Mustajab, Genteng, Surabaya",Dory En Oats Lite,234.0,60000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.261968500000001, 112.7499944)"
3127,"Excelso Coffee, Grand City","Kopi, Minuman, Jajanan","Grand City Mall, Lantai 2, Jl. Walikota Mustajab, Genteng, Surabaya",BBQ Dory Rice Lite,334.0,58000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.261968500000001, 112.7499944)"
3128,"Excelso Coffee, Grand City","Kopi, Minuman, Jajanan","Grand City Mall, Lantai 2, Jl. Walikota Mustajab, Genteng, Surabaya",Dory En oats Rice Lite,257.0,58000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.261968500000001, 112.7499944)"
3129,"Excelso Coffee, Grand City","Kopi, Minuman, Jajanan","Grand City Mall, Lantai 2, Jl. Walikota Mustajab, Genteng, Surabaya",Crispy Dory Sambal Sereh Rice Lite,268.0,59000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.261968500000001, 112.7499944)"
3130,"Excelso Coffee, Grand City","Kopi, Minuman, Jajanan","Grand City Mall, Lantai 2, Jl. Walikota Mustajab, Genteng, Surabaya",Signature Club Sandwich Lite,352.0,60000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.261968500000001, 112.7499944)"
3131,"Excelso Coffee, Grand City","Kopi, Minuman, Jajanan","Grand City Mall, Lantai 2, Jl. Walikota Mustajab, Genteng, Surabaya",Beef & Cheese Sandwich Lite,537.0,58000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.261968500000001, 112.7499944)"
3132,"Excelso Coffee, Grand City","Kopi, Minuman, Jajanan","Grand City Mall, Lantai 2, Jl. Walikota Mustajab, Genteng, Surabaya",Crispy Cassava Lite,160.0,38000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.261968500000001, 112.7499944)"
3133,"Excelso Coffee, Grand City","Kopi, Minuman, Jajanan","Grand City Mall, Lantai 2, Jl. Walikota Mustajab, Genteng, Surabaya",BBQ Dory With Vegetable Teppanyaki & Butter Rice,375.0,84700.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.261968500000001, 112.7499944)"
3134,"Excelso Coffee, Grand City","Kopi, Minuman, Jajanan","Grand City Mall, Lantai 2, Jl. Walikota Mustajab, Genteng, Surabaya",Dory Sambel Sereh With Sautee Corn Peas & Butter Rice,373.0,84700.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.261968500000001, 112.7499944)"
3135,"Excelso Coffee, Grand City","Kopi, Minuman, Jajanan","Grand City Mall, Lantai 2, Jl. Walikota Mustajab, Genteng, Surabaya",Dory En Oats With Mix Green Salad & Buttter Rice,356.0,84700.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.261968500000001, 112.7499944)"
3136,"Excelso Coffee, Grand City","Kopi, Minuman, Jajanan","Grand City Mall, Lantai 2, Jl. Walikota Mustajab, Genteng, Surabaya",Charcoal Coffee (1L),450.0,95000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.261968500000001, 112.7499944)"
3137,"Excelso Coffee, Grand City","Kopi, Minuman, Jajanan","Grand City Mall, Lantai 2, Jl. Walikota Mustajab, Genteng, Surabaya",Fruit Frappio Melba (1L),478.0,95000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.261968500000001, 112.7499944)"
3138,"Excelso Coffee, Grand City","Kopi, Minuman, Jajanan","Grand City Mall, Lantai 2, Jl. Walikota Mustajab, Genteng, Surabaya",Summer Iced Tea (1L),468.0,95000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.261968500000001, 112.7499944)"
3139,"Excelso Coffee, Grand City","Kopi, Minuman, Jajanan","Grand City Mall, Lantai 2, Jl. Walikota Mustajab, Genteng, Surabaya",Caramel Cappucino (1L),426.0,95000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.261968500000001, 112.7499944)"
3140,"Excelso Coffee, Grand City","Kopi, Minuman, Jajanan","Grand City Mall, Lantai 2, Jl. Walikota Mustajab, Genteng, Surabaya",Caf�� Mocha (1L ),467.0,95000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.261968500000001, 112.7499944)"
3141,"Excelso Coffee, Grand City","Kopi, Minuman, Jajanan","Grand City Mall, Lantai 2, Jl. Walikota Mustajab, Genteng, Surabaya",Chocolate (1L),486.0,95000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.261968500000001, 112.7499944)"
3142,"Excelso Coffee, Grand City","Kopi, Minuman, Jajanan","Grand City Mall, Lantai 2, Jl. Walikota Mustajab, Genteng, Surabaya",Matcha Tea Frappio (1L),457.0,95000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.261968500000001, 112.7499944)"
3143,"Excelso Coffee, Grand City","Kopi, Minuman, Jajanan","Grand City Mall, Lantai 2, Jl. Walikota Mustajab, Genteng, Surabaya",Taro Coffee (1L),468.0,95000.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.261968500000001, 112.7499944)"
3144,"Excelso Coffee, Grand City","Kopi, Minuman, Jajanan","Grand City Mall, Lantai 2, Jl. Walikota Mustajab, Genteng, Surabaya",Cappucino,120.0,51150.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.261968500000001, 112.7499944)"
3145,"Excelso Coffee, Grand City","Kopi, Minuman, Jajanan","Grand City Mall, Lantai 2, Jl. Walikota Mustajab, Genteng, Surabaya",Cappuccino Toraja,136.0,51150.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.261968500000001, 112.7499944)"
3146,"Excelso Coffee, Grand City","Kopi, Minuman, Jajanan","Grand City Mall, Lantai 2, Jl. Walikota Mustajab, Genteng, Surabaya",Iced Caf�� Latte,125.0,50050.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.261968500000001, 112.7499944)"
3147,"Excelso Coffee, Grand City","Kopi, Minuman, Jajanan","Grand City Mall, Lantai 2, Jl. Walikota Mustajab, Genteng, Surabaya",Iced Caf�� Mocha,127.0,50050.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.261968500000001, 112.7499944)"
3148,"Excelso Coffee, Grand City","Kopi, Minuman, Jajanan","Grand City Mall, Lantai 2, Jl. Walikota Mustajab, Genteng, Surabaya",Black & White Latte,114.0,51700.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.261968500000001, 112.7499944)"
3149,"Excelso Coffee, Grand City","Kopi, Minuman, Jajanan","Grand City Mall, Lantai 2, Jl. Walikota Mustajab, Genteng, Surabaya",Hot Caf�� Latte,125.0,50050.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.261968500000001, 112.7499944)"
3150,"Excelso Coffee, Grand City","Kopi, Minuman, Jajanan","Grand City Mall, Lantai 2, Jl. Walikota Mustajab, Genteng, Surabaya",Hot Caf�� Mocha,127.0,50050.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.261968500000001, 112.7499944)"
3151,"Excelso Coffee, Grand City","Kopi, Minuman, Jajanan","Grand City Mall, Lantai 2, Jl. Walikota Mustajab, Genteng, Surabaya",Hot Chocolate,168.0,51100.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.261968500000001, 112.7499944)"
3152,"Excelso Coffee, Grand City","Kopi, Minuman, Jajanan","Grand City Mall, Lantai 2, Jl. Walikota Mustajab, Genteng, Surabaya",Iced Chocolate,168.0,51100.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.261968500000001, 112.7499944)"
3153,"Excelso Coffee, Grand City","Kopi, Minuman, Jajanan","Grand City Mall, Lantai 2, Jl. Walikota Mustajab, Genteng, Surabaya",Kalosi Toraja,185.0,40150.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","(-7.261968500000001, 112.7499944)"
